x,y
-10.0,-1802.35041442034
-9.310344827586206,-161.21257744217792
-8.620689655172413,-774.2650840637624
-7.931034482758621,-1025.3341308020472
-7.241379310344827,-504.7631011093263
-6.551724137931034,-533.9653749193717
-5.862068965517241,-511.0090343658599
-5.172413793103448,-736.1620063473308
-4.482758620689655,-289.79521009092224
-3.793103448275861,800.2276692965929
-3.1034482758620685,883.6697770029001
-2.413793103448276,-906.1121125603518
-1.7241379310344822,-1171.1223969919129
-1.0344827586206886,-110.79014599192028
-0.3448275862068968,460.79211854697706
0.3448275862068968,-875.1852664506755
1.0344827586206904,-164.10277709133553
1.724137931034484,-311.144944820492
2.4137931034482776,-179.12493205961457
3.1034482758620694,63.75241426765332
3.793103448275863,-234.5383149120517
4.482758620689657,549.1153922183577
5.172413793103448,607.4646359546996
5.862068965517242,82.7242407309606
6.551724137931036,504.65777995420694
7.241379310344829,78.91853511712986
7.931034482758623,1062.0393696936076
8.620689655172416,650.6365781216687
9.310344827586206,220.69675694598232
10.0,1625.294707876319
