x,y
-10.0,-15.54928770483151
-9.797979797979798,-24.46790391150716
-9.595959595959595,-12.072550716368397
-9.393939393939394,1.6636296643021957
-9.191919191919192,-24.08805819660762
-8.98989898989899,-23.481751323934677
-8.787878787878787,4.324555868974514
-8.585858585858587,-7.246054820282126
-8.383838383838384,-25.193630940539435
-8.181818181818182,-9.407053891665077
-7.979797979797979,-23.89065933158087
-7.777777777777778,-23.319279636887185
-7.575757575757576,-12.097838653782215
-7.373737373737374,-43.820415791079085
-7.171717171717171,-40.388919002847004
-6.96969696969697,-22.343403847705503
-6.767676767676768,-28.495497108046663
-6.565656565656566,-7.983259708040587
-6.363636363636363,-25.711270223727254
-6.161616161616162,-32.66940400487786
-5.959595959595959,11.105943655035432
-5.757575757575758,-13.659371780025308
-5.555555555555555,-8.653743596347807
-5.353535353535354,-30.431828853807914
-5.151515151515151,-16.620286322423194
-4.94949494949495,-6.184646002836859
-4.747474747474747,-24.507327903758785
-4.545454545454546,-1.0008933611785569
-4.343434343434343,-15.039883379085106
-4.141414141414142,-9.799648671141577
-3.9393939393939394,-13.843781001622773
-3.737373737373738,23.572051555512854
-3.5353535353535355,-3.8085189771296144
-3.333333333333333,-18.865663934338507
-3.1313131313131315,9.944234287608442
-2.929292929292929,-20.10053353744412
-2.7272727272727275,1.9511357432531478
-2.525252525252525,-29.97080943395421
-2.3232323232323235,-19.89248770317343
-2.121212121212121,3.5892821744004895
-1.9191919191919187,12.3194229423554
-1.717171717171718,4.419009066334404
-1.5151515151515156,0.7198212187218453
-1.3131313131313131,-1.4559493732332713
-1.1111111111111107,-18.511163188844744
-0.9090909090909101,-6.524935853193361
-0.7070707070707076,-2.030793685608935
-0.5050505050505052,21.34168187813222
-0.30303030303030276,11.245183434436013
-0.10101010101010033,-19.74863263347131
0.10101010101010033,12.164289843952226
0.30303030303030276,2.1328567028461602
0.5050505050505052,-1.638678489437865
0.7070707070707076,18.29635645382514
0.9090909090909083,25.192265564711988
1.1111111111111107,24.30253512007631
1.3131313131313131,-1.648868908945639
1.5151515151515156,6.907268907686328
1.7171717171717162,17.120466622568607
1.9191919191919187,27.390752664411146
2.121212121212121,6.176022795957014
2.3232323232323235,11.184812319739713
2.525252525252524,-2.0192670343328505
2.7272727272727266,-2.761281179391883
2.929292929292929,27.975766123791757
3.1313131313131315,36.73753982250174
3.333333333333334,15.919848176294993
3.5353535353535346,32.65905407444097
3.737373737373737,23.636661587835725
3.9393939393939394,9.141385499104956
4.141414141414142,24.845176506868633
4.3434343434343425,43.10085152729256
4.545454545454545,20.09897304971436
4.747474747474747,44.712079079634336
4.94949494949495,-17.447691712861314
5.1515151515151505,34.78308302017381
5.353535353535353,24.366312084178627
5.555555555555555,19.181556409678652
5.757575757575758,25.649138920759807
5.9595959595959584,-4.934745840225517
6.161616161616163,22.189770167285808
6.363636363636363,31.447597663585285
6.565656565656564,48.86538036809243
6.767676767676768,19.528977028925596
6.969696969696969,15.781686865693093
7.171717171717173,20.988795861383473
7.373737373737374,42.85224388674323
7.575757575757574,34.65853937216799
7.777777777777779,22.386930276827755
7.979797979797979,38.63840543609428
8.18181818181818,33.001617785675144
8.383838383838384,46.6811900095085
8.585858585858585,22.226779349415466
8.787878787878789,28.44870416466984
8.98989898989899,28.088074672714605
9.19191919191919,12.623033353775792
9.393939393939394,39.62362233778683
9.595959595959595,39.70370787057712
9.7979797979798,36.47064124357631
10.0,33.481192999372794
